Country Name;Country Code;Indicator Name;Indicator Code;Attribute;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;Common Reference Period;
Montserrat;351;Health;PCPIM_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;104.262183133665;104.42;104.505;105.54;2014M1;
Montserrat;351;Health;PCPIM_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;1984M4;2014M1;2014M1;2014M1;2014M1;2014M1;;
Armenia, Republic of;911;Education;PCPIED_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.02028649146;98.7503824415009;101.613793617175;109.095572852051;115.480445841539;119.156927297237;122.427889844524;124.726156244503;127.750244638896;2010A;
Armenia, Republic of;911;Education;PCPIED_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Transport;PCPIT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.9819724128234;108.246456734416;110.434891910297;113.996436759263;108.207391049005;107.802876550458;103.397326604844;105.394374172583;113.685229416518;2010A;
Armenia, Republic of;911;Transport;PCPIT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.002229121544;102.9282639002;103.770490939078;113.344971788438;125.96915564637;129.992859851425;133.264393920987;127.08534752924;127.313651600576;2010A;
Armenia, Republic of;911;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Clothing and footwear;PCPIA_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.7474646858506;102.083401519009;109.064714576875;116.044061680395;121.293033690232;127.335417205225;124.667716279738;122.989263153621;127.599571952021;2010A;
Armenia, Republic of;911;Clothing and footwear;PCPIA_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.000006951328;100.605129852886;104.58189261359;108.913786117075;111.044369547413;121.364606387884;116.061998305064;110.584773143384;112.267197937173;2010A;
Armenia, Republic of;911;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Communication;PCPIEC_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;98.7919856258951;97.6463038370605;93.6156107890459;92.8434021771124;91.3002108754031;90.3768661894446;90.336295259533;90.093558904602;2010A;
Armenia, Republic of;911;Communication;PCPIEC_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Miscellaneous goods and services;PCPIO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.9926284512781;102.722888653405;107.390577387957;112.704111106014;112.435563797736;119.477836908202;120.845298079499;118.880197991264;119.070756130086;2010A;
Armenia, Republic of;911;Miscellaneous goods and services;PCPIO_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Food and non-alcoholic beverages;PCPIF_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.2358503703089;111.444610719903;113.661031674405;120.26459599208;122.339290247248;126.108958789691;121.960079392072;126.937672523459;129.905290323677;2010A;
Armenia, Republic of;911;Food and non-alcoholic beverages;PCPIF_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Recreation and culture;PCPIR_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.000909659316;100.718440224382;98.8197046383883;101.447129995197;105.150313671009;112.468772531652;116.953628105465;120.150895330601;121.639178895654;2010A;
Armenia, Republic of;911;Recreation and culture;PCPIR_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Restaurants and hotels;PCPIRE_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.017430740114;104.033010473979;109.648105377301;111.967841683961;115.976702862472;128.597413379791;129.627794300263;131.265679299449;135.840937608959;2010A;
Armenia, Republic of;911;Restaurants and hotels;PCPIRE_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Health;PCPIM_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.9804259833814;108.016102666948;115.538812985952;128.110511465411;132.339990430889;141.595758065302;143.207109703546;144.141571794643;150.48420470998;2010A;
Armenia, Republic of;911;Health;PCPIM_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Armenia, Republic of;911;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;101.119319052308;106.254339488432;112.512744940412;120.502647996924;122.463697576192;121.980667377202;125.888244036061;131.214004783304;2010A;
Armenia, Republic of;911;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;2010A;;
Georgia;915;Transport;PCPIT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.5378833333333;77.844675;82.6859166666667;95.4485333333333;91.3210416666667;99.9999916666667;112.536641666667;119.828108333333;115.878133333333;116.859158333333;112.939141666667;106.916558333333;123.074266666667;128.682725;Multiple;
Georgia;915;Transport;PCPIT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;2010A;2010A;2010A;;
Georgia;915;Consumer Price Index, All items;PCPI_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.9635166666667;76.37285;83.4334416666667;91.7763583333333;93.3618083333333;100;108.542933333333;107.518658333333;106.9681;110.25075;114.664725;117.112733333333;124.180858333333;127.428491666667;Multiple;
Georgia;915;Consumer Price Index, All items;PCPI_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;2010A;2010A;2010A;;
Georgia;915;Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous period;PCPIFBT_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.40484119014396;-6.6395261576156;0.0141426791463472;0.110223630260966;;6.89815775848686;1.04587075861919;4.10750179255546;5.15710496404645;11.2481987660279;;17.1082332647886;5.87606345293507;;
Georgia;915;Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous year;PCPIFBT_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.40484119014396;-6.6395261576156;0.0141426791463472;0.110223630260966;;6.89815775848686;1.04587075861919;4.10750179255546;5.15710496404645;11.2481987660279;;17.1082332647886;5.87606345293507;;
Georgia;915;Consumer Price Index, All items, Percentage change, Previous year;PCPI_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.16096508394495;9.24489745592402;9.99948761552747;1.72751461137912;;8.54293333333334;-0.943658853270966;-0.512058410947118;3.06881210379542;4.00357820695097;;6.03531725272116;2.61524471397666;;
Ghana;652;Communication, Percentage change, Previous year;PCPIEC_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5019751251646;8.4297956131556;13.4040988096847;12.1483900453253;10.4965986345958;6.96624842570328;;
Ethiopia;644;Restaurants and hotels;PCPIRE_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.1649674622539;24.7366608683797;25.4349088244428;26.6359611361125;28.96262580787;33.8556474958265;39.8267671725436;49.7706571012986;59.9083525209781;68.5442211574991;87.3312169045051;111.315819859898;128.567332029384;139.12134175549;150.157334885216;165.93939605987;180.940897209879;;2011M12;
Ethiopia;644;Restaurants and hotels;PCPIRE_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Health;PCPIM_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.5173197628778;49.490900072036;49.2131521476827;50.1258829913786;51.5826573621388;53.397985895559;57.5485590365521;64.1849407138327;73.7551293710754;85.2718448634774;94.9734513484956;108.455297091001;130.480311221571;146.078903168613;156.305805605296;170.68504911969;178.664438732864;;2011M12;
Ethiopia;644;Health;PCPIM_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ghana;652;Communication, Percentage change, Previous period;PCPIEC_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5019751251646;8.4297956131556;13.4040988096847;12.1483900453253;10.4965986345958;6.96624842570328;;
Ethiopia;644;Miscellaneous goods and services;PCPIO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.9994430049166;34.2202138053091;34.771234168687;36.2738708580138;38.1737274093988;40.3671759592805;42.8663537188645;49.5838605586063;58.7852216499467;69.5017657960956;88.3881234385786;106.592714282096;116.455782273662;120.4771198838;126.082081682996;131.042578019697;139.792030915398;;2011M12;
Ethiopia;644;Miscellaneous goods and services;PCPIO_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Transport;PCPIT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.3834752742095;33.43271497783;34.4330364754442;35.8131285383605;38.8009097385602;44.1593636918898;49.5823098330398;55.8598802769346;59.0241962683094;71.8625124491571;97.1483830829245;101.096868359954;99.065452685727;102.655098474657;100.032990796489;101.529600619188;114.315022514301;;2011M12;
Ethiopia;644;Transport;PCPIT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Georgia;915;Education, Percentage change, Previous period;PCPIED_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.260997069004101;3.40710212352705;1.00645076465418;17.5797139711464;;-0.326133333333331;-0.33227532726733;-1.09118093843691;1.06658106494422;3.22307975101707;;1.41035820739857;1.58678626364084;;
Georgia;915;Education, Percentage change, Previous year;PCPIED_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.260997069004101;3.40710212352705;1.00645076465418;17.5797139711464;;-0.326133333333331;-0.33227532726733;-1.09118093843691;1.06658106494422;3.22307975101707;;1.41035820739857;1.58678626364084;;
Ethiopia;644;Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous year;PCPIFBT_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.750184239763159;4.5050351123707;-6.55372766775308;3.56019579029766;7.15561519878651;4.5623531367509;32.0299895567047;24.6974974787578;14.1157425830822;27.1314663415083;13.6431830108939;9.70985561681474;15.4675032535038;12.5586137261378;2.06337332814796;9.38740760064201;;;
Ethiopia;644;Recreation and culture, Percentage change, Previous year;PCPIR_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.76353143035408;-1.40119635452922;2.13384494159958;4.77183058214708;5.24169379392855;6.14044334149304;12.6936996289183;17.1838648752448;17.8676772134887;25.440625214702;16.8059328557901;10.4632315978895;1.06261949204978;7.16563615096625;13.8727831155721;9.26880859859599;;;
Ethiopia;644;Transport, Percentage change, Previous year;PCPIT_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.24004664334501;2.99204386564927;4.00804635368277;8.34269811697536;13.8101245291275;12.28039919005;12.660907620144;5.66473822658987;21.7509377382927;35.1864550403206;4.0643859956572;-2.00937547045914;3.62350919681155;-2.55428879532565;1.49611624203466;12.5928023129607;;;
Ethiopia;644;Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous period;PCPIH_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.50888041629724;4.61449203482227;7.54371014508672;12.7631744186877;16.5359001930353;13.7438609934141;22.0545193644981;15.0093815226543;17.999607489973;20.8060917099513;16.7254277528731;11.4628410098266;11.0417399254095;8.73195117381501;12.3698422551284;5.34168066519642;;;
Ethiopia;644;Housing, Water, Electricity, Gas and Other Fuels, Percentage change, Previous year;PCPIH_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.50888041629724;4.61449203482227;7.54371014508672;12.7631744186877;16.5359001930353;13.7438609934141;22.0545193644981;15.0093815226543;17.999607489973;20.8060917099513;16.7254277528731;11.4628410098266;11.0417399254095;8.73195117381501;12.3698422551284;5.34168066519642;;;
Ethiopia;644;Health, Percentage change, Previous year;PCPIM_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.03181739581533;-0.561210089024471;1.85464820655451;2.90623183837135;3.51926136855557;7.7729020512332;11.5317946937046;14.9103334065716;15.6147993917267;11.3772681950892;14.1953836057148;20.3079192269322;11.9547476558001;7.00094415747297;9.19943021867295;4.67492006729799;;;
Ethiopia;644;Alcoholic Beverages, Tobacco, and Narcotics, Percentage change, Previous period;PCPIFBT_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.750184239763159;4.5050351123707;-6.55372766775308;3.56019579029766;7.15561519878651;4.5623531367509;32.0299895567047;24.6974974787578;14.1157425830822;27.1314663415083;13.6431830108939;9.70985561681474;15.4675032535038;12.5586137261378;2.06337332814796;9.38740760064201;;;
Ethiopia;644;Transport, Percentage change, Previous period;PCPIT_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.24004664334501;2.99204386564927;4.00804635368277;8.34269811697536;13.8101245291275;12.28039919005;12.660907620144;5.66473822658987;21.7509377382927;35.1864550403206;4.0643859956572;-2.00937547045914;3.62350919681155;-2.55428879532565;1.49611624203466;12.5928023129607;;;
Georgia;915;Miscellaneous goods and services;PCPIO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0147583333333;82.437025;85.3616583333333;91.1486916666667;96.2942583333333;100.000016666667;104.796633333333;104.872758333333;104.3321;103.97295;110.694041666667;113.730358333333;117.556441666667;118.775358333333;Multiple;
Georgia;915;Miscellaneous goods and services;PCPIO_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;2010A;2010A;2010A;;
Georgia;915;Communication, Percentage change, Previous year;PCPIEC_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.05268904886148;0.664311981488318;3.90916029381242;3.11165738988064;;-9.7280650453225;-3.00963736059022;-0.258522943316352;-0.766147151438972;0.327026382224473;;-0.2447748261455;-1.58815379720591;;
Georgia;915;Health, Percentage change, Previous period;PCPIM_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.21106330882368;13.0794328588973;14.9384628896363;11.8416090820903;;1.24109177009098;1.6931532241934;2.68282417199058;5.46673074738673;8.31148352226154;;6.12806934492373;4.83793695753337;;
Georgia;915;Health, Percentage change, Previous year;PCPIM_PC_CP_A_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.21106330882368;13.0794328588973;14.9384628896363;11.8416090820903;;1.24109177009098;1.6931532241934;2.68282417199058;5.46673074738673;8.31148352226154;;6.12806934492373;4.83793695753337;;
Ghana;652;Education, Percentage change, Previous period;PCPIED_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.34813543457637;6.95444255488107;25.1987768281383;28.985769126663;12.6625987194495;7.69865948420517;;
Ethiopia;644;Health, Percentage change, Previous period;PCPIM_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.03181739581533;-0.561210089024471;1.85464820655451;2.90623183837135;3.51926136855557;7.7729020512332;11.5317946937046;14.9103334065716;15.6147993917267;11.3772681950892;14.1953836057148;20.3079192269322;11.9547476558001;7.00094415747297;9.19943021867295;4.67492006729799;;;
Ethiopia;644;Food and non-alcoholic beverages;PCPIF_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.6274565569611;18.9203015929254;23.6642004261102;24.4587559362999;27.5985040218684;31.3541482194321;38.238060907619;61.1844483200543;63.2022753137275;64.1580151339416;89.2909277213128;114.385798943717;120.971253603359;127.53828853555;142.995672631932;152.366972078531;171.357820680695;;2011M12;
Ethiopia;644;Food and non-alcoholic beverages;PCPIF_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.7220676457652;28.1403604954648;29.4388951890983;31.6596801120798;35.7004603051831;41.6038527897023;47.3218284850237;57.7584303118878;66.4276134788954;78.384323170053;94.6930373350388;110.530852881512;123.200828814125;136.804343917729;148.750032432284;167.150176798609;176.078805474502;;2011M12;
Ethiopia;644;Housing, Water, Electricity, Gas and Other Fuels;PCPIH_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.5514932041176;28.1818714345829;27.7821062214916;28.000525275698;29.2244563344601;31.9567492149346;37.5517795973652;48.9499941565541;58.7394287720623;71.2179948112236;89.3460326122596;109.956278360164;122.858567722686;133.659316218296;143.366314073691;154.456159586039;168.887793332539;;2011M12;
Ethiopia;644;Furnishings, household equipment and routine household maintenance;PCPIHO_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Recreation and culture, Percentage change, Previous period;PCPIR_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.76353143035408;-1.40119635452922;2.13384494159958;4.77183058214708;5.24169379392855;6.14044334149304;12.6936996289183;17.1838648752448;17.8676772134887;25.440625214702;16.8059328557901;10.4632315978895;1.06261949204978;7.16563615096625;13.8727831155721;9.26880859859599;;;
Ethiopia;644;Consumer Price Index, All items;PCPI_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.2943862282361;23.4516440910805;26.658432504901;27.5454573182195;30.2917314894307;34.0174558283112;39.8822015666714;57.5726244363102;62.4568809610258;67.5466570952245;90.0058934812447;111.71923380138;120.74583918758;129.683679809218;142.795669529623;153.167963613845;168.252327961245;;2011M12;
Ethiopia;644;Consumer Price Index, All items;PCPI_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Ethiopia;644;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.6615202049812;34.4014949431411;35.95129436951;33.5951444435001;34.791197361722;37.2807215679772;38.9815997378372;51.4674020629028;64.1785623897704;73.2378430502331;93.1083437866538;105.811285527879;116.085408578932;134.040922927721;150.874604673164;153.987711024939;168.443165113748;;2011M12;
Ethiopia;644;Alcoholic Beverages, Tobacco, and Narcotics;PCPIFBT_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;2011M12;;;
Georgia;915;Restaurants and hotels;PCPIRE_IX;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.3028;81.2543916666667;85.2764083333333;89.5266416666667;95.9987833333333;100.000008333333;107.760983333333;113.625216666667;116.784958333333;120.844741666667;126.299408333333;133.134516666667;136.712016666667;141.6749;Multiple;
Georgia;915;Restaurants and hotels;PCPIRE_IX;Reference Period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010A;2010A;2010A;2010A;2010A;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;previous month=100;2010A;2010A;2010A;;
Georgia;915;Consumer Price Index, All items, Percentage change, Previous period;PCPI_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.16096508394495;9.24489745592402;9.99948761552747;1.72751461137912;;8.54293333333334;-0.943658853270966;-0.512058410947118;3.06881210379542;4.00357820695097;;6.03531725272116;2.61524471397666;;
Georgia;915;Miscellaneous goods and services, Percentage change, Previous period;PCPIO_PC_PP_PT;Value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.75556490684671;3.54771819256376;6.77942936714658;5.64524467941257;;4.79661586723067;0.0726406923377808;-0.515537439775239;-0.344237296095832;6.4642694726529;;3.36417064836762;1.03687781748527;;
